# SHEtoken Policy Recommendations v2 — 2025
# NOW COVERS: WEI all pillars, GPI, SVI, WEVI, WADI
# Marital rape, conflict SGBV, AI displacement, widow rights,
# period poverty, caste targeting, indigenous women, temple towns
# Every recommendation cites a proven real-world program
# (c) 2026 SHE Foundation
#
country,iso_code,tier,wei_score,priority,pillar,pillar_score,intervention,description,impact,cost,time_to_impact,proven_example,year
Indonesia,IDN,2,53.2,2,corporate:caution,,Women's Rights Trade Commitment (WRTC) Mandate,Require companies sourcing from CAUTION-rated countries to commit 0.5% of annual contract value to a verified women's NGO in the origin country. Earns SHEtoken WRTC certification.,Direct funding: $283M/year if 1% of US AVOID trade committed,very low (law mandating private sector commitment),immediate,"1% for the Planet — 5,000+ companies, $500M+ donated. Fair Trade Premium — mandatory 1-2% on certified products.",2025
Indonesia,IDN,2,53.2,3,corporate:caution,,Female Workforce Data Disclosure,"Require all suppliers to publish: % female workforce, gender pay ratio, female manager %, and maternity policy. Data feeds directly into WEI economic pillar.","WEI Economic +0.5 (transparency signal), GPI Wage +0.5",very low,immediate,"UK Gender Pay Gap Reporting 2017 — 10,000+ companies publishing. Australia Workplace Gender Equality Act reporting.",2025
South Africa,ZAF,2,52.3,1,gpi_land,36.0,Women's Land Title + Registration Campaign,Legal aid + paralegal support to register land in women's names,"GPI Land +4.0, WEI Dignity +2.0",low,2-4 years,"Ethiopia Land Certification — 6M women landholders registered, domestic violence fell 33%",2025
South Africa,ZAF,2,52.3,2,gpi_land,36.0,Inheritance Law Reform + Enforcement,Amend inheritance law to ensure equal shares + community courts to enforce,"GPI Land +3.0, WEVI -6 pts",very low (law),2-5 years,India Hindu Succession Amendment 2005 — equal ancestral property rights,2025
South Africa,ZAF,2,52.3,3,wadi,40.9,Women's AI Reskilling Program,Funded AI/digital skills training targeted at women in high-risk sectors,"WADI reskilling +15, WEI Digital +2.0",medium,1-3 years,"Singapore SkillsFuture — S$500 credit for every adult, targeted at displaced workers",2025
South Africa,ZAF,2,52.3,4,wadi,40.9,Garment Sector Just Transition Fund,Brand-funded transition support for garment workers displaced by automation,WADI sector exposure -10 (garment countries),medium (brand-funded),2-5 years,ACT (Action Collaboration Transformation) — multi-brand initiative for living wages via collective bargaining. See: actonlivingwages.com for full signatory list,2025
South Africa,ZAF,2,52.3,5,wadi,40.9,Care Economy Wage Parity Policy,Raise minimum wages in care sectors to manufacturing equivalent,"GPI Wage +2.0, WADI care trap -8 pts",medium,immediate (law) + enforcement,"New Zealand Care and Support Worker Pay Equity Settlement 2017 — 55,000 workers, 15-49% pay rise",2025
South Africa,ZAF,2,52.3,6,wadi,40.9,Mandate Women in AI Workforce,30% female quota in public AI projects + STEM scholarships for girls,"WADI AI capture +8, WEI Digital +1.5",low-medium,3-5 years,Germany Parity Act 2015 — 30% female boards. AI-specific: UNESCO AI gender roadmap,2025
South Africa,ZAF,2,52.3,7,wadi,40.9,Extend Social Protection to Gig Workers,Portable benefits + unemployment insurance for platform/gig workers,"WADI social protection +15, GPI Social Protection +3.0",medium,1-2 years (law),France auto-entrepreneur + portabilité sociale — 3M gig workers covered,2025
South Africa,ZAF,2,52.3,8,wadi,40.9,AI Strategy Gender Inclusion Mandate,Require national AI strategy to include gender impact assessment + women targets,WADI policy score +2.0,very low,immediate,"UNESCO Recommendation on AI Ethics 2021 — 193 countries, gender chapter",2025
South Africa,ZAF,2,52.3,1,corporate:caution,,Mandatory Supply Chain Gender Audit,Require all companies sourcing from this country to conduct annual third-party gender audits of Tier 1 suppliers and publish results. Model: EU Corporate Sustainability Due Diligence Directive (CS3D).,"WEI Safety +1.5, GPI Labour +1.0 (enforcement signal)",low (law — companies bear audit cost),1-2 years,"EU CS3D 2024 — mandatory for companies >1,000 employees sourcing from high-risk countries",2025
South Africa,ZAF,2,52.3,2,corporate:caution,,Women's Rights Trade Commitment (WRTC) Mandate,Require companies sourcing from CAUTION-rated countries to commit 0.5% of annual contract value to a verified women's NGO in the origin country. Earns SHEtoken WRTC certification.,Direct funding: $283M/year if 1% of US AVOID trade committed,very low (law mandating private sector commitment),immediate,"1% for the Planet — 5,000+ companies, $500M+ donated. Fair Trade Premium — mandatory 1-2% on certified products.",2025
South Africa,ZAF,2,52.3,3,corporate:caution,,Female Workforce Data Disclosure,"Require all suppliers to publish: % female workforce, gender pay ratio, female manager %, and maternity policy. Data feeds directly into WEI economic pillar.","WEI Economic +0.5 (transparency signal), GPI Wage +0.5",very low,immediate,"UK Gender Pay Gap Reporting 2017 — 10,000+ companies publishing. Australia Workplace Gender Equality Act reporting.",2025
Honduras,HND,2,50.6,1,economic,46.0,Women's Self Help Group Network,Microfinance SHGs with business training and collective bargaining,"WEI Economic +3.0, GPI Wage +1.5",low,2-4 years,"Kudumbashree Kerala — 46 lakh members, half of all Kerala families",2025
Honduras,HND,2,50.6,2,economic,46.0,Direct Cash Transfer to Women,Unconditional monthly cash directly to women's bank accounts,"WEI Economic +2.5, GPI Income Poverty +3.0",medium,immediate,"Lakshmi Bhandar WB — 24.1M women, ₹1500/month, direct autonomy",2025
Honduras,HND,2,50.6,3,economic,46.0,Equal Pay Legislation + Mandatory Reporting,Require employers to publish gender pay gap + enforce penalties,"WEI Economic +2.5, GPI Wage +3.0",low (law),2-4 years,Iceland Equal Pay Certification 2018 — first country to mandate it,2025
Honduras,HND,2,50.6,4,economic,46.0,Maternity + Shared Parental Leave,Generous shared parental leave — incentivise men to take it,"WEI Economic +1.5, GPI Time Poverty +2.0",medium,immediate (law) + culture shift 3-5 yrs,Sweden 16-month shared leave — men now take 30% of leave days,2025
Honduras,HND,2,50.6,5,economic,46.0,Women's Digital Financial Inclusion,Mobile banking + digital literacy for unbanked women,"WEI Economic +2.0, GPI Financial Inclusion +3.0",low,1-2 years,M-Pesa Kenya women agents — transformed rural financial access,2025
Honduras,HND,2,50.6,6,safety_justice,46.0,Domestic Violence Law + One-Stop Centres,"Criminalise DV + integrated centres with legal aid, shelter, counselling",WEI Safety +3.0,low-medium,1-3 years,India Sakhi One-Stop Centres — 700+ operational,2025
Honduras,HND,2,50.6,7,safety_justice,46.0,Female Police Officers + Gender Training,30% female police target + mandatory DV/SGBV training + women's desks,"WEI Safety +2.0, SVI reporting gap -5%",low,2-3 years,Rwanda 43% female police — highest reporting rates in Africa,2025
Honduras,HND,2,50.6,8,safety_justice,46.0,Free Legal Aid for Women's Cases,"Free legal representation for DV, divorce, custody, property disputes",WEI Safety +2.5,low,1-2 years,"SEWA Legal Services Gujarat — 50,000+ cases supported",2025
Morocco,MAR,2,49.6,1,empowerment,40.0,Gender Quota in Parliament + Local Government,Reserved seats or candidate quotas for women in all legislative bodies,WEI Empowerment +4.0,very low (law change),immediate (law) + 1 election cycle,Rwanda 61% women parliament via quota — highest globally,2025
Morocco,MAR,2,49.6,2,empowerment,40.0,Women's Political Leadership Pipeline,"Mentorship, training, networking for women entering public life",WEI Empowerment +1.5,low,3-5 years,UN Women leadership programs — 50+ countries active,2025
Morocco,MAR,2,49.6,3,economic,42.0,Women's Self Help Group Network,Microfinance SHGs with business training and collective bargaining,"WEI Economic +3.0, GPI Wage +1.5",low,2-4 years,"Kudumbashree Kerala — 46 lakh members, half of all Kerala families",2025
Morocco,MAR,2,49.6,4,economic,42.0,Direct Cash Transfer to Women,Unconditional monthly cash directly to women's bank accounts,"WEI Economic +2.5, GPI Income Poverty +3.0",medium,immediate,"Lakshmi Bhandar WB — 24.1M women, ₹1500/month, direct autonomy",2025
Morocco,MAR,2,49.6,5,economic,42.0,Equal Pay Legislation + Mandatory Reporting,Require employers to publish gender pay gap + enforce penalties,"WEI Economic +2.5, GPI Wage +3.0",low (law),2-4 years,Iceland Equal Pay Certification 2018 — first country to mandate it,2025
Morocco,MAR,2,49.6,6,economic,42.0,Maternity + Shared Parental Leave,Generous shared parental leave — incentivise men to take it,"WEI Economic +1.5, GPI Time Poverty +2.0",medium,immediate (law) + culture shift 3-5 yrs,Sweden 16-month shared leave — men now take 30% of leave days,2025
Morocco,MAR,2,49.6,7,economic,42.0,Women's Digital Financial Inclusion,Mobile banking + digital literacy for unbanked women,"WEI Economic +2.0, GPI Financial Inclusion +3.0",low,1-2 years,M-Pesa Kenya women agents — transformed rural financial access,2025
Morocco,MAR,2,49.6,8,bodily_autonomy,44.0,Child Marriage Prevention — Legal + Community,"Enforce minimum age 18, community awareness, girls' empowerment clubs",WEI Bodily Autonomy +3.0,low-medium,3-5 years,Kanyashree WB — child marriage fell 40% in 5 years,2025
Kenya,KEN,2,48.0,1,gpi_land,32.0,Women's Land Title + Registration Campaign,Legal aid + paralegal support to register land in women's names,"GPI Land +4.0, WEI Dignity +2.0",low,2-4 years,"Ethiopia Land Certification — 6M women landholders registered, domestic violence fell 33%",2025
Kenya,KEN,2,48.0,2,gpi_land,32.0,Inheritance Law Reform + Enforcement,Amend inheritance law to ensure equal shares + community courts to enforce,"GPI Land +3.0, WEVI -6 pts",very low (law),2-5 years,India Hindu Succession Amendment 2005 — equal ancestral property rights,2025
Kenya,KEN,2,48.0,3,wadi,33.7,Women's AI Reskilling Program,Funded AI/digital skills training targeted at women in high-risk sectors,"WADI reskilling +15, WEI Digital +2.0",medium,1-3 years,"Singapore SkillsFuture — S$500 credit for every adult, targeted at displaced workers",2025
Kenya,KEN,2,48.0,4,wadi,33.7,Garment Sector Just Transition Fund,Brand-funded transition support for garment workers displaced by automation,WADI sector exposure -10 (garment countries),medium (brand-funded),2-5 years,ACT (Action Collaboration Transformation) — multi-brand initiative for living wages via collective bargaining. See: actonlivingwages.com for full signatory list,2025
Kenya,KEN,2,48.0,5,wadi,33.7,Care Economy Wage Parity Policy,Raise minimum wages in care sectors to manufacturing equivalent,"GPI Wage +2.0, WADI care trap -8 pts",medium,immediate (law) + enforcement,"New Zealand Care and Support Worker Pay Equity Settlement 2017 — 55,000 workers, 15-49% pay rise",2025
Kenya,KEN,2,48.0,6,wadi,33.7,Mandate Women in AI Workforce,30% female quota in public AI projects + STEM scholarships for girls,"WADI AI capture +8, WEI Digital +1.5",low-medium,3-5 years,Germany Parity Act 2015 — 30% female boards. AI-specific: UNESCO AI gender roadmap,2025
Kenya,KEN,2,48.0,7,wadi,33.7,Extend Social Protection to Gig Workers,Portable benefits + unemployment insurance for platform/gig workers,"WADI social protection +15, GPI Social Protection +3.0",medium,1-2 years (law),France auto-entrepreneur + portabilité sociale — 3M gig workers covered,2025
Kenya,KEN,2,48.0,8,wadi,33.7,AI Strategy Gender Inclusion Mandate,Require national AI strategy to include gender impact assessment + women targets,WADI policy score +2.0,very low,immediate,"UNESCO Recommendation on AI Ethics 2021 — 193 countries, gender chapter",2025
Kenya,KEN,2,48.0,1,corporate:caution,,Mandatory Supply Chain Gender Audit,Require all companies sourcing from this country to conduct annual third-party gender audits of Tier 1 suppliers and publish results. Model: EU Corporate Sustainability Due Diligence Directive (CS3D).,"WEI Safety +1.5, GPI Labour +1.0 (enforcement signal)",low (law — companies bear audit cost),1-2 years,"EU CS3D 2024 — mandatory for companies >1,000 employees sourcing from high-risk countries",2025
Kenya,KEN,2,48.0,2,corporate:caution,,Women's Rights Trade Commitment (WRTC) Mandate,Require companies sourcing from CAUTION-rated countries to commit 0.5% of annual contract value to a verified women's NGO in the origin country. Earns SHEtoken WRTC certification.,Direct funding: $283M/year if 1% of US AVOID trade committed,very low (law mandating private sector commitment),immediate,"1% for the Planet — 5,000+ companies, $500M+ donated. Fair Trade Premium — mandatory 1-2% on certified products.",2025
Kenya,KEN,2,48.0,3,corporate:caution,,Female Workforce Data Disclosure,"Require all suppliers to publish: % female workforce, gender pay ratio, female manager %, and maternity policy. Data feeds directly into WEI economic pillar.","WEI Economic +0.5 (transparency signal), GPI Wage +0.5",very low,immediate,"UK Gender Pay Gap Reporting 2017 — 10,000+ companies publishing. Australia Workplace Gender Equality Act reporting.",2025
Ghana,GHA,2,47.9,1,wadi,29.9,Women's AI Reskilling Program,Funded AI/digital skills training targeted at women in high-risk sectors,"WADI reskilling +15, WEI Digital +2.0",medium,1-3 years,"Singapore SkillsFuture — S$500 credit for every adult, targeted at displaced workers",2025
Ghana,GHA,2,47.9,2,wadi,29.9,Garment Sector Just Transition Fund,Brand-funded transition support for garment workers displaced by automation,WADI sector exposure -10 (garment countries),medium (brand-funded),2-5 years,ACT (Action Collaboration Transformation) — multi-brand initiative for living wages via collective bargaining. See: actonlivingwages.com for full signatory list,2025
Ghana,GHA,2,47.9,3,wadi,29.9,Care Economy Wage Parity Policy,Raise minimum wages in care sectors to manufacturing equivalent,"GPI Wage +2.0, WADI care trap -8 pts",medium,immediate (law) + enforcement,"New Zealand Care and Support Worker Pay Equity Settlement 2017 — 55,000 workers, 15-49% pay rise",2025
Ghana,GHA,2,47.9,4,wadi,29.9,Mandate Women in AI Workforce,30% female quota in public AI projects + STEM scholarships for girls,"WADI AI capture +8, WEI Digital +1.5",low-medium,3-5 years,Germany Parity Act 2015 — 30% female boards. AI-specific: UNESCO AI gender roadmap,2025
Ghana,GHA,2,47.9,5,wadi,29.9,Extend Social Protection to Gig Workers,Portable benefits + unemployment insurance for platform/gig workers,"WADI social protection +15, GPI Social Protection +3.0",medium,1-2 years (law),France auto-entrepreneur + portabilité sociale — 3M gig workers covered,2025
Ghana,GHA,2,47.9,6,wadi,29.9,AI Strategy Gender Inclusion Mandate,Require national AI strategy to include gender impact assessment + women targets,WADI policy score +2.0,very low,immediate,"UNESCO Recommendation on AI Ethics 2021 — 193 countries, gender chapter",2025
Ghana,GHA,2,47.9,7,wadi,29.9,Digital Skills in School Curriculum — Girls Priority,Compulsory coding + AI literacy in schools with girls-first enrollment,"WADI digital gap -10, WEI Digital +2.5",low,2-4 years,"Rwanda Girls in ICT — 50,000 girls trained. Estonia coding curriculum.",2025
Ghana,GHA,2,47.9,8,economic,42.0,Women's Self Help Group Network,Microfinance SHGs with business training and collective bargaining,"WEI Economic +3.0, GPI Wage +1.5",low,2-4 years,"Kudumbashree Kerala — 46 lakh members, half of all Kerala families",2025
India,IND,2,47.7,1,gpi_land,28.0,Women's Land Title + Registration Campaign,Legal aid + paralegal support to register land in women's names,"GPI Land +4.0, WEI Dignity +2.0",low,2-4 years,"Ethiopia Land Certification — 6M women landholders registered, domestic violence fell 33%",2025
India,IND,2,47.7,2,gpi_land,28.0,Inheritance Law Reform + Enforcement,Amend inheritance law to ensure equal shares + community courts to enforce,"GPI Land +3.0, WEVI -6 pts",very low (law),2-5 years,India Hindu Succession Amendment 2005 — equal ancestral property rights,2025
India,IND,2,47.7,3,wadi,30.2,Women's AI Reskilling Program,Funded AI/digital skills training targeted at women in high-risk sectors,"WADI reskilling +15, WEI Digital +2.0",medium,1-3 years,"Singapore SkillsFuture — S$500 credit for every adult, targeted at displaced workers",2025
India,IND,2,47.7,4,wadi,30.2,Garment Sector Just Transition Fund,Brand-funded transition support for garment workers displaced by automation,WADI sector exposure -10 (garment countries),medium (brand-funded),2-5 years,ACT (Action Collaboration Transformation) — multi-brand initiative for living wages via collective bargaining. See: actonlivingwages.com for full signatory list,2025
India,IND,2,47.7,5,wadi,30.2,Care Economy Wage Parity Policy,Raise minimum wages in care sectors to manufacturing equivalent,"GPI Wage +2.0, WADI care trap -8 pts",medium,immediate (law) + enforcement,"New Zealand Care and Support Worker Pay Equity Settlement 2017 — 55,000 workers, 15-49% pay rise",2025
India,IND,2,47.7,6,wadi,30.2,Mandate Women in AI Workforce,30% female quota in public AI projects + STEM scholarships for girls,"WADI AI capture +8, WEI Digital +1.5",low-medium,3-5 years,Germany Parity Act 2015 — 30% female boards. AI-specific: UNESCO AI gender roadmap,2025
India,IND,2,47.7,7,wadi,30.2,Extend Social Protection to Gig Workers,Portable benefits + unemployment insurance for platform/gig workers,"WADI social protection +15, GPI Social Protection +3.0",medium,1-2 years (law),France auto-entrepreneur + portabilité sociale — 3M gig workers covered,2025
India,IND,2,47.7,8,wadi,30.2,AI Strategy Gender Inclusion Mandate,Require national AI strategy to include gender impact assessment + women targets,WADI policy score +2.0,very low,immediate,"UNESCO Recommendation on AI Ethics 2021 — 193 countries, gender chapter",2025
India,IND,2,47.7,1,corporate:caution,,Mandatory Supply Chain Gender Audit,Require all companies sourcing from this country to conduct annual third-party gender audits of Tier 1 suppliers and publish results. Model: EU Corporate Sustainability Due Diligence Directive (CS3D).,"WEI Safety +1.5, GPI Labour +1.0 (enforcement signal)",low (law — companies bear audit cost),1-2 years,"EU CS3D 2024 — mandatory for companies >1,000 employees sourcing from high-risk countries",2025
India,IND,2,47.7,2,corporate:caution,,Women's Rights Trade Commitment (WRTC) Mandate,Require companies sourcing from CAUTION-rated countries to commit 0.5% of annual contract value to a verified women's NGO in the origin country. Earns SHEtoken WRTC certification.,Direct funding: $283M/year if 1% of US AVOID trade committed,very low (law mandating private sector commitment),immediate,"1% for the Planet — 5,000+ companies, $500M+ donated. Fair Trade Premium — mandatory 1-2% on certified products.",2025
India,IND,2,47.7,3,corporate:caution,,Female Workforce Data Disclosure,"Require all suppliers to publish: % female workforce, gender pay ratio, female manager %, and maternity policy. Data feeds directly into WEI economic pillar.","WEI Economic +0.5 (transparency signal), GPI Wage +0.5",very low,immediate,"UK Gender Pay Gap Reporting 2017 — 10,000+ companies publishing. Australia Workplace Gender Equality Act reporting.",2025
Cambodia,KHM,3,40.5,1,wadi,13.7,Women's AI Reskilling Program,Funded AI/digital skills training targeted at women in high-risk sectors,"WADI reskilling +15, WEI Digital +2.0",medium,1-3 years,"Singapore SkillsFuture — S$500 credit for every adult, targeted at displaced workers",2025
Cambodia,KHM,3,40.5,2,wadi,13.7,Garment Sector Just Transition Fund,Brand-funded transition support for garment workers displaced by automation,WADI sector exposure -10 (garment countries),medium (brand-funded),2-5 years,ACT (Action Collaboration Transformation) — multi-brand initiative for living wages via collective bargaining. See: actonlivingwages.com for full signatory list,2025
Cambodia,KHM,3,40.5,3,wadi,13.7,Care Economy Wage Parity Policy,Raise minimum wages in care sectors to manufacturing equivalent,"GPI Wage +2.0, WADI care trap -8 pts",medium,immediate (law) + enforcement,"New Zealand Care and Support Worker Pay Equity Settlement 2017 — 55,000 workers, 15-49% pay rise",2025
Cambodia,KHM,3,40.5,4,wadi,13.7,Mandate Women in AI Workforce,30% female quota in public AI projects + STEM scholarships for girls,"WADI AI capture +8, WEI Digital +1.5",low-medium,3-5 years,Germany Parity Act 2015 — 30% female boards. AI-specific: UNESCO AI gender roadmap,2025
Cambodia,KHM,3,40.5,5,wadi,13.7,Extend Social Protection to Gig Workers,Portable benefits + unemployment insurance for platform/gig workers,"WADI social protection +15, GPI Social Protection +3.0",medium,1-2 years (law),France auto-entrepreneur + portabilité sociale — 3M gig workers covered,2025
Cambodia,KHM,3,40.5,6,wadi,13.7,AI Strategy Gender Inclusion Mandate,Require national AI strategy to include gender impact assessment + women targets,WADI policy score +2.0,very low,immediate,"UNESCO Recommendation on AI Ethics 2021 — 193 countries, gender chapter",2025
Cambodia,KHM,3,40.5,7,wadi,13.7,Digital Skills in School Curriculum — Girls Priority,Compulsory coding + AI literacy in schools with girls-first enrollment,"WADI digital gap -10, WEI Digital +2.5",low,2-4 years,"Rwanda Girls in ICT — 50,000 girls trained. Estonia coding curriculum.",2025
Cambodia,KHM,3,40.5,8,empowerment,32.0,Gender Quota in Parliament + Local Government,Reserved seats or candidate quotas for women in all legislative bodies,WEI Empowerment +4.0,very low (law change),immediate (law) + 1 election cycle,Rwanda 61% women parliament via quota — highest globally,2025
Cambodia,KHM,3,40.5,1,corporate:avoid,,Supply Chain Accord — Women's Rights,"Binding 5-year accord for major brands sourcing from AVOID-rated countries. Commits to: annual gender audit, 1% of FOB to women's programs, WEI improvement targets, remediation plan, exit plan if EMBARGO triggered.",Direct: funds women's programs. Indirect: WEI signal +1-2 pts,medium (brand-funded),6-12 months to negotiate,"Bangladesh Accord on Fire and Building Safety 2013 — 200+ brands, legally binding, 4,000 factories audited, 150,000 hazards fixed. Most successful supply chain accountability mechanism ever created.",2025
Cambodia,KHM,3,40.5,2,corporate:avoid,,Garment Sector Just Transition Fund,Brand-funded transition support for garment workers displaced by automation. Minimum $50/worker/year into country-level reskilling fund. Administered by ILO Better Work.,"WADI reskilling -10, WEI Dignity +1.5",medium (brand-funded),2-5 years,"ACT (Action Collaboration Transformation) — multi-brand initiative. Full signatory list at actonlivingwages.com. Bangladesh: $8.8B US imports, $44M/year at 0.5% would fund reskilling for 880,000 workers.",2025
Cambodia,KHM,3,40.5,3,corporate:avoid,,Trade Tariff Adjustment — Women's Rights,"Government-level: import tariff on goods from AVOID countries, waived if importer shows women's rights certification or payment into WEI Impact Fund. Rate: 1-3% ad valorem scaled to WRBCS score gap.",Revenue: $283M+/year at 1% of AVOID trade. Incentive: companies self-certify to avoid tariff.,very low (legislative — companies pay),2-4 years (legislative path),EU Carbon Border Adjustment Mechanism (CBAM) 2023 — carbon tariff on steel/cement/aluminium. Uyghur Forced Labor Prevention Act 2021 — import ban unless supply chain proven clean. US GSP statute (19 USC 2462) — already conditions trade preferences on labour rights: one amendment needed.,2025
Cambodia,KHM,3,40.5,4,corporate:avoid,,State Procurement Women's Rights Preference,State and city governments give procurement preference to companies with WRTC certification. Companies sourcing from AVOID countries without certification excluded from state/city contracts.,Market signal: $500B+ state procurement as incentive,very low,1-2 years (state legislation),California SB 657 (2010) — supply chain transparency for all companies doing business with California. Massachusetts anti-sweatshop procurement. NYC Fair Trade Resolution.,2025
Bangladesh,BGD,3,39.8,1,wadi,17.3,Women's AI Reskilling Program,Funded AI/digital skills training targeted at women in high-risk sectors,"WADI reskilling +15, WEI Digital +2.0",medium,1-3 years,"Singapore SkillsFuture — S$500 credit for every adult, targeted at displaced workers",2025
Bangladesh,BGD,3,39.8,2,wadi,17.3,Garment Sector Just Transition Fund,Brand-funded transition support for garment workers displaced by automation,WADI sector exposure -10 (garment countries),medium (brand-funded),2-5 years,ACT (Action Collaboration Transformation) — multi-brand initiative for living wages via collective bargaining. See: actonlivingwages.com for full signatory list,2025
Bangladesh,BGD,3,39.8,3,wadi,17.3,Care Economy Wage Parity Policy,Raise minimum wages in care sectors to manufacturing equivalent,"GPI Wage +2.0, WADI care trap -8 pts",medium,immediate (law) + enforcement,"New Zealand Care and Support Worker Pay Equity Settlement 2017 — 55,000 workers, 15-49% pay rise",2025
Bangladesh,BGD,3,39.8,4,wadi,17.3,Mandate Women in AI Workforce,30% female quota in public AI projects + STEM scholarships for girls,"WADI AI capture +8, WEI Digital +1.5",low-medium,3-5 years,Germany Parity Act 2015 — 30% female boards. AI-specific: UNESCO AI gender roadmap,2025
Bangladesh,BGD,3,39.8,5,wadi,17.3,Extend Social Protection to Gig Workers,Portable benefits + unemployment insurance for platform/gig workers,"WADI social protection +15, GPI Social Protection +3.0",medium,1-2 years (law),France auto-entrepreneur + portabilité sociale — 3M gig workers covered,2025
Bangladesh,BGD,3,39.8,6,wadi,17.3,AI Strategy Gender Inclusion Mandate,Require national AI strategy to include gender impact assessment + women targets,WADI policy score +2.0,very low,immediate,"UNESCO Recommendation on AI Ethics 2021 — 193 countries, gender chapter",2025
Bangladesh,BGD,3,39.8,7,wadi,17.3,Digital Skills in School Curriculum — Girls Priority,Compulsory coding + AI literacy in schools with girls-first enrollment,"WADI digital gap -10, WEI Digital +2.5",low,2-4 years,"Rwanda Girls in ICT — 50,000 girls trained. Estonia coding curriculum.",2025
Bangladesh,BGD,3,39.8,8,gpi_land,20.0,Women's Land Title + Registration Campaign,Legal aid + paralegal support to register land in women's names,"GPI Land +4.0, WEI Dignity +2.0",low,2-4 years,"Ethiopia Land Certification — 6M women landholders registered, domestic violence fell 33%",2025
Bangladesh,BGD,3,39.8,1,corporate:avoid,,Supply Chain Accord — Women's Rights,"Binding 5-year accord for major brands sourcing from AVOID-rated countries. Commits to: annual gender audit, 1% of FOB to women's programs, WEI improvement targets, remediation plan, exit plan if EMBARGO triggered.",Direct: funds women's programs. Indirect: WEI signal +1-2 pts,medium (brand-funded),6-12 months to negotiate,"Bangladesh Accord on Fire and Building Safety 2013 — 200+ brands, legally binding, 4,000 factories audited, 150,000 hazards fixed. Most successful supply chain accountability mechanism ever created.",2025
Bangladesh,BGD,3,39.8,2,corporate:avoid,,Garment Sector Just Transition Fund,Brand-funded transition support for garment workers displaced by automation. Minimum $50/worker/year into country-level reskilling fund. Administered by ILO Better Work.,"WADI reskilling -10, WEI Dignity +1.5",medium (brand-funded),2-5 years,"ACT (Action Collaboration Transformation) — multi-brand initiative. Full signatory list at actonlivingwages.com. Bangladesh: $8.8B US imports, $44M/year at 0.5% would fund reskilling for 880,000 workers.",2025
Bangladesh,BGD,3,39.8,3,corporate:avoid,,Trade Tariff Adjustment — Women's Rights,"Government-level: import tariff on goods from AVOID countries, waived if importer shows women's rights certification or payment into WEI Impact Fund. Rate: 1-3% ad valorem scaled to WRBCS score gap.",Revenue: $283M+/year at 1% of AVOID trade. Incentive: companies self-certify to avoid tariff.,very low (legislative — companies pay),2-4 years (legislative path),EU Carbon Border Adjustment Mechanism (CBAM) 2023 — carbon tariff on steel/cement/aluminium. Uyghur Forced Labor Prevention Act 2021 — import ban unless supply chain proven clean. US GSP statute (19 USC 2462) — already conditions trade preferences on labour rights: one amendment needed.,2025
Bangladesh,BGD,3,39.8,4,corporate:avoid,,State Procurement Women's Rights Preference,State and city governments give procurement preference to companies with WRTC certification. Companies sourcing from AVOID countries without certification excluded from state/city contracts.,Market signal: $500B+ state procurement as incentive,very low,1-2 years (state legislation),California SB 657 (2010) — supply chain transparency for all companies doing business with California. Massachusetts anti-sweatshop procurement. NYC Fair Trade Resolution.,2025
Laos,LAO,3,38.9,1,bodily_autonomy,30.0,Child Marriage Prevention — Legal + Community,"Enforce minimum age 18, community awareness, girls' empowerment clubs",WEI Bodily Autonomy +3.0,low-medium,3-5 years,Kanyashree WB — child marriage fell 40% in 5 years,2025
Laos,LAO,3,38.9,2,bodily_autonomy,30.0,Period Poverty Elimination Program,Free products + menstrual health education + school WASH + stigma reduction,"WEI Bodily Autonomy +2.0, Dignity +2.5",low,6-12 months,Plan International — 20+ countries. Kenya government free pads 2017,2025
Laos,LAO,3,38.9,3,bodily_autonomy,30.0,Criminalise Marital Rape,Legal reform to remove marital exemption from rape law + enforcement,"WEI Bodily Autonomy +3.5, SVI +8.0",very low (law change),immediate (law) + 3-5 years (enforcement),"UK criminalised 1991. Nepal 2006. Turkey 2005. Still legal in India, Bangladesh, Pakistan",2025
Laos,LAO,3,38.9,4,bodily_autonomy,30.0,Reproductive Health Community Workers,Trained community health workers providing contraception + reproductive info,"WEI Bodily Autonomy +2.0, Health +1.5",low,1-2 years,"Ethiopia Health Extension Workers — 38,000 deployed, MMR halved",2025
Laos,LAO,3,38.9,5,bodily_autonomy,30.0,FGM Community Abandonment Program,Community-led abandonment with alternative rites of passage,WEI Bodily Autonomy +3.5,low,3-7 years,"Tostan Senegal — 6,000+ communities abandoned FGM voluntarily",2025
Laos,LAO,3,38.9,6,empowerment,32.0,Gender Quota in Parliament + Local Government,Reserved seats or candidate quotas for women in all legislative bodies,WEI Empowerment +4.0,very low (law change),immediate (law) + 1 election cycle,Rwanda 61% women parliament via quota — highest globally,2025
Laos,LAO,3,38.9,7,empowerment,32.0,Women's Political Leadership Pipeline,"Mentorship, training, networking for women entering public life",WEI Empowerment +1.5,low,3-5 years,UN Women leadership programs — 50+ countries active,2025
Laos,LAO,3,38.9,8,safety_justice,32.0,Domestic Violence Law + One-Stop Centres,"Criminalise DV + integrated centres with legal aid, shelter, counselling",WEI Safety +3.0,low-medium,1-3 years,India Sakhi One-Stop Centres — 700+ operational,2025
